geoRegion,altersklasse_covid19,per100PersonsTotal
AG,20 - 29,27.81
AI,20 - 29,22.81
AR,20 - 29,25.82
BE,20 - 29,33.97
BL,20 - 29,22.51
BS,20 - 29,33.2
FR,20 - 29,27.44
GE,20 - 29,27.98
GL,20 - 29,8.87
GR,20 - 29,12.83
JU,20 - 29,32.62
LU,20 - 29,27.14
NE,20 - 29,29.06
NW,20 - 29,18.84
SG,20 - 29,27.6
SH,20 - 29,26.9
SO,20 - 29,28.12
SZ,20 - 29,23.98
TG,20 - 29,30.76
TI,20 - 29,20.89
UR,20 - 29,31.36
VD,20 - 29,39.04
ZG,20 - 29,24.63
ZH,20 - 29,36.69
CH,20 - 29,30.63
