geoRegion,altersklasse_covid19,per100PersonsTotal
AG,70 - 79,85.77
AI,70 - 79,82.96
AR,70 - 79,80.42
BE,70 - 79,82.87
BL,70 - 79,84.41
BS,70 - 79,82.42
FR,70 - 79,80.62
GE,70 - 79,84.25
GL,70 - 79,82.3
GR,70 - 79,85.11
JU,70 - 79,79.29
LU,70 - 79,80.91
NE,70 - 79,81.81
NW,70 - 79,87.89
SG,70 - 79,84.04
SH,70 - 79,88.64
SO,70 - 79,86.03
SZ,70 - 79,78.28
TG,70 - 79,80.89
TI,70 - 79,84.59
UR,70 - 79,80.92
VD,70 - 79,83.48
ZG,70 - 79,84.7
ZH,70 - 79,77.04
CH,70 - 79,82.33
