geoRegion,altersklasse_covid19,per100PersonsTotal
AG,70 - 79,85.45
AI,70 - 79,82.43
AR,70 - 79,79.58
BE,70 - 79,81.91
BL,70 - 79,84.03
BS,70 - 79,82.13
FR,70 - 79,81.16
GE,70 - 79,83.54
GL,70 - 79,81.0
GR,70 - 79,84.37
JU,70 - 79,78.43
LU,70 - 79,81.58
NE,70 - 79,80.27
NW,70 - 79,87.09
SG,70 - 79,83.72
SH,70 - 79,87.9
SO,70 - 79,85.35
SZ,70 - 79,77.32
TG,70 - 79,81.49
TI,70 - 79,84.88
UR,70 - 79,79.99
VD,70 - 79,82.34
ZG,70 - 79,84.42
ZH,70 - 79,77.36
CH,70 - 79,81.99
