geoRegion,altersklasse_covid19,per100PersonsTotal
AG,30 - 39,32.79
AI,30 - 39,28.88
AR,30 - 39,32.82
BE,30 - 39,39.99
BL,30 - 39,27.97
BS,30 - 39,42.0
FR,30 - 39,31.12
GE,30 - 39,39.02
GL,30 - 39,16.23
GR,30 - 39,21.19
JU,30 - 39,35.97
LU,30 - 39,35.57
NE,30 - 39,34.62
NW,30 - 39,24.67
SG,30 - 39,33.83
SH,30 - 39,33.18
SO,30 - 39,34.84
SZ,30 - 39,31.68
TG,30 - 39,37.39
TI,30 - 39,23.5
UR,30 - 39,35.79
VD,30 - 39,42.41
ZG,30 - 39,31.44
ZH,30 - 39,41.39
CH,30 - 39,36.68
