Datum,Hospitalisierte,davon auf Intensivstation
2021-12-06,1561.0,263.0
2021-12-07,1593.0,259.0
2021-12-08,1638.0,263.0
2021-12-09,1636.0,289.0
2021-12-10,1618.0,274.0
2021-12-11,1651.0,269.0
2021-12-12,1708.0,291.0
2021-12-13,1758.0,303.0
2021-12-14,1683.0,289.0
2021-12-15,1650.0,296.0
2021-12-16,1627.0,294.0
2021-12-17,1585.0,299.0
2021-12-18,1581.0,299.0
2021-12-19,1663.0,314.0
2021-12-20,1711.0,313.0
2021-12-21,1677.0,313.0
2021-12-22,1666.0,316.0
2021-12-23,1622.0,310.0
2021-12-24,1635.0,316.0
2021-12-25,1623.0,329.0
2021-12-26,1688.0,327.0
2021-12-27,1721.0,334.0
2021-12-28,1698.0,315.0
2021-12-29,1731.0,325.0
2021-12-30,1653.0,314.0
2021-12-31,1593.0,306.0
2022-01-01,1591.0,307.0
2022-01-02,1683.0,308.0
2022-01-03,1741.0,300.0
2022-01-04,1788.0,306.0
2022-01-05,1785.0,298.0
2022-01-06,1788.0,291.0
2022-01-07,1817.0,287.0
2022-01-08,1804.0,275.0
2022-01-09,1859.0,266.0
2022-01-10,1868.0,279.0
2022-01-11,1785.0,271.0
2022-01-12,1803.0,267.0
2022-01-13,1770.0,262.0
2022-01-14,1775.0,264.0
2022-01-15,1812.0,276.0
2022-01-16,1855.0,271.0
2022-01-17,1875.0,267.0
2022-01-18,1806.0,247.0
2022-01-19,1778.0,245.0
2022-01-20,1776.0,240.0
2022-01-21,1816.0,226.0
2022-01-22,1859.0,228.0
2022-01-23,1904.0,230.0
2022-01-24,1973.0,219.0
2022-01-25,1983.0,215.0
2022-01-26,1989.0,215.0
2022-01-27,1933.0,210.0
2022-01-28,1894.0,205.0
2022-01-29,1930.0,205.0
2022-01-30,1968.0,198.0
2022-01-31,2019.0,206.0
2022-02-01,1974.0,200.0
2022-02-02,1977.0,209.0
2022-02-03,1960.0,197.0
2022-02-04,1942.0,197.0
2022-02-05,1952.0,193.0
2022-02-06,2019.0,212.0
2022-02-07,2019.0,214.0
2022-02-08,1949.0,210.0
2022-02-09,1878.0,195.0
2022-02-10,1847.0,200.0
2022-02-11,1859.0,202.0
2022-02-12,1817.0,193.0
2022-02-13,1865.0,191.0
