Altersklasse,Covid-Fälle
0 - 9,750
10 - 19,3798
20 - 29,6650
30 - 39,6611
40 - 49,6255
50 - 59,6526
60 - 69,3832
70 - 79,2117
80+,2374
Unbekannt,6
