Altersklasse,Männer,Frauen,Total
0 - 9,10,6,16
10 - 19,74,69,143
20 - 29,187,212,399
30 - 39,157,178,335
40 - 49,136,135,271
50 - 59,189,185,374
60 - 69,122,132,254
70 - 79,83,82,165
80+,56,77,133
