Altersklasse,Covid-Fälle
0 - 9,296
10 - 19,3158
20 - 29,6239
30 - 39,5670
40 - 49,5220
50 - 59,6068
60 - 69,3694
70 - 79,2386
80+,2811
Unbekannt,5
