Altersklasse,Männer,Frauen,Total
0 - 9,22,19,41
10 - 19,171,183,354
20 - 29,453,458,911
30 - 39,365,357,723
40 - 49,346,352,700
50 - 59,400,406,806
60 - 69,259,218,478
70 - 79,123,113,236
80+,100,98,198
