Altersklasse,Covid-Fälle
0 - 9,351
10 - 19,1666
20 - 29,2879
30 - 39,2611
40 - 49,2321
50 - 59,2664
60 - 69,1637
70 - 79,936
80+,1139
Unbekannt,2
