Altersklasse,Covid-Fälle
0 - 9,551
10 - 19,4296
20 - 29,7485
30 - 39,6973
40 - 49,6522
50 - 59,7159
60 - 69,4247
70 - 79,2592
80+,2925
Unbekannt,5
