Altersklasse,Covid-Fälle
0 - 9,474
10 - 19,3004
20 - 29,5745
30 - 39,5024
40 - 49,4436
50 - 59,4835
60 - 69,2648
70 - 79,1406
80+,1690
Unbekannt,2
