Altersklasse,Covid-Fälle
0 - 9,266
10 - 19,2976
20 - 29,5957
30 - 39,5406
40 - 49,4974
50 - 59,5841
60 - 69,3554
70 - 79,2320
80+,2768
Unbekannt,5
