Altersklasse,Covid-Fälle
0 - 9,430
10 - 19,2688
20 - 29,5399
30 - 39,4759
40 - 49,4218
50 - 59,4651
60 - 69,2561
70 - 79,1373
80+,1675
Unbekannt,2
