Altersklasse,Männer,Frauen,Total
0 - 9,37.0,28.0,65.0
10 - 19,331.0,357.0,688.0
20 - 29,695.0,776.0,1471.0
30 - 39,669.0,755.0,1424.0
40 - 49,577.0,597.0,1174.0
50 - 59,725.0,770.0,1495.0
60 - 69,453.0,430.0,883.0
70 - 79,273.0,251.0,524.0
80+,189.0,328.0,517.0
