Altersklasse,Männer,Frauen,Total
0 - 9,18,7,25
10 - 19,111,132,243
20 - 29,283,311,594
30 - 39,250,297,547
40 - 49,228,197,425
50 - 59,302,294,596
60 - 69,182,184,366
70 - 79,121,115,236
80+,76,110,186
