Altersklasse,Männer,Frauen,Total
0 - 9,63.0,71.0,135.0
10 - 19,923.0,1043.0,1966.0
20 - 29,2043.0,2267.0,4310.0
30 - 39,1909.0,1859.0,3768.0
40 - 49,1639.0,1791.0,3430.0
50 - 59,1938.0,2155.0,4093.0
60 - 69,1307.0,1213.0,2520.0
70 - 79,865.0,762.0,1627.0
80+,711.0,1271.0,1982.0
