Altersklasse,Männer,Frauen,Total
0 - 9,34.0,26.0,60.0
10 - 19,275.0,301.0,576.0
20 - 29,624.0,685.0,1309.0
30 - 39,585.0,678.0,1263.0
40 - 49,501.0,522.0,1023.0
50 - 59,629.0,676.0,1305.0
60 - 69,400.0,389.0,789.0
70 - 79,245.0,230.0,475.0
80+,174.0,295.0,469.0
