Altersklasse,Covid-Fälle
0 - 9,450
10 - 19,2310
20 - 29,3816
30 - 39,3690
40 - 49,3032
50 - 59,3531
60 - 69,1986
70 - 79,1076
80+,1241
Unbekannt,6
