Altersklasse,Covid-Fälle
0 - 9,151
10 - 19,1252
20 - 29,2399
30 - 39,2373
40 - 49,2082
50 - 59,2583
60 - 69,1535
70 - 79,907
80+,1155
Unbekannt,6
