Altersklasse,Männer,Frauen,Total
0 - 9,13,11,24
10 - 19,125,175,300
20 - 29,477,396,873
30 - 39,318,313,631
40 - 49,313,269,582
50 - 59,375,333,708
60 - 69,207,176,383
70 - 79,106,84,190
80+,62,103,165
