Altersklasse,Männer,Frauen,Total
0 - 9,62.0,53.0,115.0
10 - 19,542.0,528.0,1070.0
20 - 29,1075.0,1145.0,2220.0
30 - 39,1050.0,984.0,2036.0
40 - 49,932.0,940.0,1874.0
50 - 59,1041.0,986.0,2028.0
60 - 69,633.0,528.0,1162.0
70 - 79,335.0,296.0,631.0
80+,203.0,282.0,485.0
