Altersklasse,Männer,Frauen,Total
0 - 9,48.0,29.0,77.0
10 - 19,438.0,466.0,904.0
20 - 29,1152.0,1136.0,2288.0
30 - 39,922.0,923.0,1845.0
40 - 49,759.0,792.0,1551.0
50 - 59,873.0,953.0,1826.0
60 - 69,552.0,429.0,981.0
70 - 79,275.0,250.0,525.0
80+,230.0,378.0,608.0
