Altersklasse,Covid-Fälle
0 - 9,466
10 - 19,2916
20 - 29,5614
30 - 39,4943
40 - 49,4392
50 - 59,4785
60 - 69,2632
70 - 79,1400
80+,1688
Unbekannt,2
