Altersklasse,Covid-Fälle
0 - 9,142
10 - 19,1207
20 - 29,2358
30 - 39,2331
40 - 49,2032
50 - 59,2540
60 - 69,1504
70 - 79,889
80+,1147
Unbekannt,5
