Altersklasse,Covid-Fälle
0 - 9,550
10 - 19,3393
20 - 29,6423
30 - 39,5471
40 - 49,4724
50 - 59,5047
60 - 69,2733
70 - 79,1440
80+,1744
Unbekannt,4
