Altersklasse,Männer,Frauen,Total
0 - 9,85.0,74.0,159.0
10 - 19,689.0,671.0,1360.0
20 - 29,1362.0,1431.0,2793.0
30 - 39,1327.0,1266.0,2595.0
40 - 49,1164.0,1213.0,2380.0
50 - 59,1310.0,1243.0,2554.0
60 - 69,802.0,690.0,1493.0
70 - 79,408.0,374.0,782.0
80+,276.0,407.0,683.0
