Altersklasse,Covid-Fälle
0 - 9,365
10 - 19,2705
20 - 29,5190
30 - 39,5135
40 - 49,4752
50 - 59,5106
60 - 69,3079
70 - 79,1704
80+,1939
Unbekannt,7
