Altersklasse,Covid-Fälle
0 - 9,389
10 - 19,2924
20 - 29,5552
30 - 39,5459
40 - 49,5066
50 - 59,5417
60 - 69,3266
70 - 79,1817
80+,2100
Unbekannt,6
