Altersklasse,Männer,Frauen,Total
0 - 9,30.0,26.0,56.0
10 - 19,256.0,274.0,530.0
20 - 29,566.0,637.0,1203.0
30 - 39,527.0,602.0,1129.0
40 - 49,464.0,479.0,943.0
50 - 59,576.0,613.0,1189.0
60 - 69,368.0,360.0,728.0
70 - 79,226.0,213.0,439.0
80+,165.0,264.0,429.0
