Altersklasse,Männer,Frauen,Total
0 - 9,77.0,59.0,136.0
10 - 19,626.0,622.0,1248.0
20 - 29,1235.0,1326.0,2561.0
30 - 39,1214.0,1170.0,2386.0
40 - 49,1061.0,1109.0,2173.0
50 - 59,1219.0,1157.0,2377.0
60 - 69,759.0,636.0,1396.0
70 - 79,382.0,354.0,736.0
80+,251.0,363.0,614.0
