Altersklasse,Männer,Frauen,Total
0 - 9,42.0,24.0,66.0
10 - 19,381.0,416.0,797.0
20 - 29,1036.0,996.0,2032.0
30 - 39,802.0,802.0,1604.0
40 - 49,672.0,686.0,1358.0
50 - 59,774.0,839.0,1613.0
60 - 69,497.0,382.0,879.0
70 - 79,230.0,215.0,445.0
80+,178.0,297.0,475.0
