Altersklasse,Covid-Fälle
0 - 9,323
10 - 19,2192
20 - 29,4685
30 - 39,4141
40 - 49,3611
50 - 59,4070
60 - 69,2232
70 - 79,1266
80+,1608
Unbekannt,2
