Altersklasse,Männer,Frauen,Total
0 - 9,130.0,118.0,248.0
10 - 19,992.0,970.0,1962.0
20 - 29,1855.0,2013.0,3868.0
30 - 39,1792.0,1808.0,3602.0
40 - 49,1632.0,1744.0,3379.0
50 - 59,1819.0,1781.0,3601.0
60 - 69,1114.0,1013.0,2128.0
70 - 79,594.0,538.0,1132.0
80+,424.0,729.0,1153.0
