Altersklasse,Covid-Fälle
0 - 9,1246
10 - 19,5255
20 - 29,8498
30 - 39,8379
40 - 49,7893
50 - 59,7931
60 - 69,4521
70 - 79,2351
80+,2506
Unbekannt,7
