Altersklasse,Männer,Frauen,Total
0 - 9,28.0,22.0,50.0
10 - 19,179.0,216.0,395.0
20 - 29,457.0,520.0,977.0
30 - 39,414.0,480.0,894.0
40 - 49,380.0,364.0,744.0
50 - 59,476.0,483.0,959.0
60 - 69,294.0,287.0,581.0
70 - 79,187.0,176.0,363.0
80+,120.0,186.0,306.0
