Altersklasse,Männer,Frauen,Total
0 - 9,52.0,38.0,90.0
10 - 19,418.0,458.0,876.0
20 - 29,838.0,926.0,1764.0
30 - 39,797.0,926.0,1723.0
40 - 49,718.0,771.0,1489.0
50 - 59,880.0,966.0,1846.0
60 - 69,579.0,528.0,1107.0
70 - 79,333.0,314.0,647.0
80+,260.0,450.0,710.0
