Altersklasse,Männer,Frauen,Total
0 - 9,23,17,40
10 - 19,155,191,346
20 - 29,392,428,820
30 - 39,352,395,747
40 - 49,326,302,628
50 - 59,407,401,808
60 - 69,243,251,494
70 - 79,165,153,318
80+,107,152,259
