Altersklasse,Covid-Fälle
0 - 9,260
10 - 19,2938
20 - 29,5911
30 - 39,5348
40 - 49,4928
50 - 59,5774
60 - 69,3524
70 - 79,2300
80+,2746
Unbekannt,5
