Altersklasse,Männer,Frauen,Total
0 - 9,45.0,35.0,80.0
10 - 19,391.0,423.0,814.0
20 - 29,791.0,867.0,1658.0
30 - 39,743.0,866.0,1609.0
40 - 49,674.0,705.0,1379.0
50 - 59,821.0,892.0,1713.0
60 - 69,527.0,488.0,1015.0
70 - 79,302.0,286.0,588.0
80+,219.0,388.0,607.0
