Altersklasse,Männer,Frauen,Total
0 - 9,18,7,25
10 - 19,106,127,233
20 - 29,276,302,578
30 - 39,248,288,536
40 - 49,220,191,411
50 - 59,295,285,580
60 - 69,179,181,360
70 - 79,117,113,230
80+,74,109,183
