Altersklasse,Covid-Fälle
0 - 9,213
10 - 19,1782
20 - 29,4111
30 - 39,3598
40 - 49,3080
50 - 59,3563
60 - 69,1921
70 - 79,1123
80+,1506
Unbekannt,2
