Altersklasse,Männer,Frauen,Total
0 - 9,63.0,54.0,117.0
10 - 19,559.0,550.0,1109.0
20 - 29,1104.0,1174.0,2278.0
30 - 39,1079.0,1019.0,2100.0
40 - 49,950.0,968.0,1920.0
50 - 59,1067.0,1011.0,2079.0
60 - 69,659.0,553.0,1213.0
70 - 79,345.0,306.0,651.0
80+,206.0,293.0,499.0
