Altersklasse,Männer,Frauen,Total
0 - 9,47.0,49.0,96.0
10 - 19,609.0,714.0,1323.0
20 - 29,1480.0,1550.0,3030.0
30 - 39,1312.0,1179.0,2491.0
40 - 49,1120.0,1208.0,2328.0
50 - 59,1276.0,1394.0,2670.0
60 - 69,900.0,823.0,1723.0
70 - 79,568.0,491.0,1059.0
80+,426.0,680.0,1106.0
