Altersklasse,Covid-Fälle
0 - 9,248
10 - 19,1614
20 - 29,2850
30 - 39,2871
40 - 49,2476
50 - 59,3017
60 - 69,1792
70 - 79,1004
80+,1198
Unbekannt,7
