Altersklasse,Covid-Fälle
0 - 9,559
10 - 19,4341
20 - 29,7577
30 - 39,7026
40 - 49,6545
50 - 59,7172
60 - 69,4254
70 - 79,2594
80+,2929
Unbekannt,5
