Altersklasse,Covid-Fälle
0 - 9,120
10 - 19,1115
20 - 29,2217
30 - 39,2189
40 - 49,1921
50 - 59,2388
60 - 69,1435
70 - 79,848
80+,1075
Unbekannt,5
