Altersklasse,Männer,Frauen,Total
0 - 9,51.0,35.0,86.0
10 - 19,471.0,518.0,989.0
20 - 29,1229.0,1235.0,2464.0
30 - 39,1007.0,1016.0,2023.0
40 - 49,817.0,853.0,1670.0
50 - 59,945.0,1043.0,1988.0
60 - 69,595.0,472.0,1067.0
70 - 79,304.0,280.0,584.0
80+,270.0,444.0,714.0
