Altersklasse,Männer,Frauen,Total
0 - 9,60.0,40.0,100.0
10 - 19,546.0,591.0,1137.0
20 - 29,1358.0,1395.0,2753.0
30 - 39,1162.0,1144.0,2306.0
40 - 49,927.0,1001.0,1928.0
50 - 59,1086.0,1197.0,2283.0
60 - 69,673.0,549.0,1222.0
70 - 79,353.0,342.0,695.0
80+,334.0,593.0,927.0
