Altersklasse,Covid-Fälle
0 - 9,585
10 - 19,4498
20 - 29,7792
30 - 39,7108
40 - 49,6608
50 - 59,7237
60 - 69,4278
70 - 79,2599
80+,2935
Unbekannt,5
