Altersklasse,Männer,Frauen,Total
0 - 9,64.0,46.0,110.0
10 - 19,572.0,620.0,1192.0
20 - 29,1413.0,1456.0,2869.0
30 - 39,1201.0,1210.0,2411.0
40 - 49,966.0,1061.0,2027.0
50 - 59,1132.0,1247.0,2379.0
60 - 69,705.0,579.0,1284.0
70 - 79,370.0,361.0,731.0
80+,353.0,633.0,986.0
