Altersklasse,Männer,Frauen,Total
0 - 9,21,19,40
10 - 19,160,172,332
20 - 29,430,435,865
30 - 39,340,335,676
40 - 49,325,324,651
50 - 59,375,376,751
60 - 69,245,205,451
70 - 79,116,107,223
80+,99,96,195
