Altersklasse,Männer,Frauen,Total
0 - 9,34.0,22.0,56.0
10 - 19,331.0,369.0,700.0
20 - 29,937.0,851.0,1788.0
30 - 39,709.0,697.0,1406.0
40 - 49,614.0,602.0,1216.0
50 - 59,701.0,733.0,1434.0
60 - 69,438.0,331.0,769.0
70 - 79,195.0,178.0,373.0
80+,143.0,226.0,369.0
