Altersklasse,Männer,Frauen,Total
0 - 9,30.0,26.0,56.0
10 - 19,259.0,277.0,536.0
20 - 29,578.0,641.0,1219.0
30 - 39,537.0,611.0,1148.0
40 - 49,469.0,483.0,952.0
50 - 59,581.0,619.0,1200.0
60 - 69,370.0,365.0,735.0
70 - 79,229.0,217.0,446.0
80+,167.0,270.0,437.0
