Altersklasse,Männer,Frauen,Total
0 - 9,120.0,111.0,231.0
10 - 19,951.0,918.0,1869.0
20 - 29,1792.0,1933.0,3725.0
30 - 39,1727.0,1731.0,3460.0
40 - 49,1566.0,1660.0,3229.0
50 - 59,1737.0,1692.0,3430.0
60 - 69,1064.0,957.0,2022.0
70 - 79,557.0,515.0,1072.0
80+,393.0,643.0,1036.0
