Altersklasse,Covid-Fälle
0 - 9,190
10 - 19,1398
20 - 29,2537
30 - 39,2551
40 - 49,2221
50 - 59,2741
60 - 69,1627
70 - 79,954
80+,1169
Unbekannt,6
