Altersklasse,Covid-Fälle
0 - 9,263
10 - 19,2957
20 - 29,5939
30 - 39,5388
40 - 49,4958
50 - 59,5825
60 - 69,3544
70 - 79,2314
80+,2763
Unbekannt,5
