Altersklasse,Männer,Frauen,Total
0 - 9,65.0,55.0,120.0
10 - 19,599.0,657.0,1256.0
20 - 29,1480.0,1534.0,3014.0
30 - 39,1257.0,1285.0,2542.0
40 - 49,1014.0,1126.0,2140.0
50 - 59,1190.0,1313.0,2503.0
60 - 69,740.0,610.0,1350.0
70 - 79,389.0,381.0,770.0
80+,377.0,672.0,1049.0
