Altersklasse,Covid-Fälle
0 - 9,136
10 - 19,1179
20 - 29,2332
30 - 39,2295
40 - 49,2013
50 - 59,2510
60 - 69,1495
70 - 79,879
80+,1143
Unbekannt,5
