Altersklasse,Männer,Frauen,Total
0 - 9,10,6,16
10 - 19,74,68,142
20 - 29,180,202,382
30 - 39,152,176,328
40 - 49,132,131,263
50 - 59,185,173,358
60 - 69,120,130,250
70 - 79,80,82,162
80+,56,75,131
