Altersklasse,Covid-Fälle
0 - 9,276
10 - 19,3033
20 - 29,6027
30 - 39,5494
40 - 49,5055
50 - 59,5914
60 - 69,3606
70 - 79,2344
80+,2789
Unbekannt,5
