Altersklasse,Covid-Fälle
0 - 9,362
10 - 19,2464
20 - 29,5142
30 - 39,4501
40 - 49,3980
50 - 59,4416
60 - 69,2432
70 - 79,1333
80+,1645
Unbekannt,2
