Altersklasse,Männer,Frauen,Total
0 - 9,48,35,83
10 - 19,335,356,691
20 - 29,768,810,1578
30 - 39,713,686,1400
40 - 49,651,634,1287
50 - 59,730,690,1421
60 - 69,452,373,826
70 - 79,229,203,432
80+,145,183,328
