Altersklasse,Covid-Fälle
0 - 9,287
10 - 19,3116
20 - 29,6162
30 - 39,5594
40 - 49,5162
50 - 59,6014
60 - 69,3658
70 - 79,2373
80+,2805
Unbekannt,5
